name,key,Course_Type,Price,Enrolled,Language,Description
Database,db_hindi,Free,0,2005,Hindi,"Our course will give access to career-building R statistical skills that manipulate the data. Become a confident data scientist with R skills. Explore how R is a versatile language that allows you to import, manipulate, clean, and visualize data. Be a part of a wide scope future-in the industries such as banking, telecommunications, and media. Twitter, BBC, Google analytics are top companies that use this statistical analysis through R on Data."
Data Structures 101,ds_english,Free,0,2004,English,"Our course will give access to career-building R statistical skills that manipulate the data. Become a confident data scientist with R skills. Explore how R is a versatile language that allows you to import, manipulate, clean, and visualize data. Be a part of a wide scope future-in the industries such as banking, telecommunications, and media. Twitter, BBC, Google analytics are top companies that use this statistical analysis through R on Data."
Data Visualization with Matplotlib in Python,matplotlibEng,Premium,999,16420,English,"Our course will give access to career-building R statistical skills that manipulate the data. Become a confident data scientist with R skills. Explore how R is a versatile language that allows you to import, manipulate, clean, and visualize data. Be a part of a wide scope future-in the industries such as banking, telecommunications, and media. Twitter, BBC, Google analytics are top companies that use this statistical analysis through R on Data."
Data Structures 101,datastructure_tamil,Free,0,2001,Tamil,"Our course will give access to career-building R statistical skills that manipulate the data. Become a confident data scientist with R skills. Explore how R is a versatile language that allows you to import, manipulate, clean, and visualize data. Be a part of a wide scope future-in the industries such as banking, telecommunications, and media. Twitter, BBC, Google analytics are top companies that use this statistical analysis through R on Data."
Cyber Security in depth,CyberSecurityindepth,Free,0,2001,English,"Our course will give access to career-building R statistical skills that manipulate the data. Become a confident data scientist with R skills. Explore how R is a versatile language that allows you to import, manipulate, clean, and visualize data. Be a part of a wide scope future-in the industries such as banking, telecommunications, and media. Twitter, BBC, Google analytics are top companies that use this statistical analysis through R on Data."
DART for Beginners,dartforbeginners,Premium,999,2567,English,"Our course will give access to career-building R statistical skills that manipulate the data. Become a confident data scientist with R skills. Explore how R is a versatile language that allows you to import, manipulate, clean, and visualize data. Be a part of a wide scope future-in the industries such as banking, telecommunications, and media. Twitter, BBC, Google analytics are top companies that use this statistical analysis through R on Data."
Data Analytics Using Pandas,pandasEng,Premium,999,19220,English,"Our course will give access to career-building R statistical skills that manipulate the data. Become a confident data scientist with R skills. Explore how R is a versatile language that allows you to import, manipulate, clean, and visualize data. Be a part of a wide scope future-in the industries such as banking, telecommunications, and media. Twitter, BBC, Google analytics are top companies that use this statistical analysis through R on Data."
Data Visualization in Python,data_visualization_in_python_english,Premium,999,18422,English,"Our course will give access to career-building R statistical skills that manipulate the data. Become a confident data scientist with R skills. Explore how R is a versatile language that allows you to import, manipulate, clean, and visualize data. Be a part of a wide scope future-in the industries such as banking, telecommunications, and media. Twitter, BBC, Google analytics are top companies that use this statistical analysis through R on Data."
Cyber Security & Ethical Hacking - Advanced,cyber_security_advanced_english,Premium,999,9112,English,"Our course will give access to career-building R statistical skills that manipulate the data. Become a confident data scientist with R skills. Explore how R is a versatile language that allows you to import, manipulate, clean, and visualize data. Be a part of a wide scope future-in the industries such as banking, telecommunications, and media. Twitter, BBC, Google analytics are top companies that use this statistical analysis through R on Data."
CSS,css_in_tamil,Free,0,2007,Tamil,"Our course will give access to career-building R statistical skills that manipulate the data. Become a confident data scientist with R skills. Explore how R is a versatile language that allows you to import, manipulate, clean, and visualize data. Be a part of a wide scope future-in the industries such as banking, telecommunications, and media. Twitter, BBC, Google analytics are top companies that use this statistical analysis through R on Data."
CSS Animations English,CSS_Animations_Eng,Free,0,2001,English,"Our course will give access to career-building R statistical skills that manipulate the data. Become a confident data scientist with R skills. Explore how R is a versatile language that allows you to import, manipulate, clean, and visualize data. Be a part of a wide scope future-in the industries such as banking, telecommunications, and media. Twitter, BBC, Google analytics are top companies that use this statistical analysis through R on Data."
Cyber Security & Ethical Hacking for Beginners,cyber_security_for_beginners__english,Premium,999,29118,English,"Our course will give access to career-building R statistical skills that manipulate the data. Become a confident data scientist with R skills. Explore how R is a versatile language that allows you to import, manipulate, clean, and visualize data. Be a part of a wide scope future-in the industries such as banking, telecommunications, and media. Twitter, BBC, Google analytics are top companies that use this statistical analysis through R on Data."
CSS Grid and Flexbox,css_grid_and_flexboxenglish,Free,0,2003,English,"Our course will give access to career-building R statistical skills that manipulate the data. Become a confident data scientist with R skills. Explore how R is a versatile language that allows you to import, manipulate, clean, and visualize data. Be a part of a wide scope future-in the industries such as banking, telecommunications, and media. Twitter, BBC, Google analytics are top companies that use this statistical analysis through R on Data."
Computational Thinking,computational_thinking,Premium,999,76956,English,"Our course will give access to career-building R statistical skills that manipulate the data. Become a confident data scientist with R skills. Explore how R is a versatile language that allows you to import, manipulate, clean, and visualize data. Be a part of a wide scope future-in the industries such as banking, telecommunications, and media. Twitter, BBC, Google analytics are top companies that use this statistical analysis through R on Data."
CSS,css_hindi,Free,0,2006,Hindi,"Our course will give access to career-building R statistical skills that manipulate the data. Become a confident data scientist with R skills. Explore how R is a versatile language that allows you to import, manipulate, clean, and visualize data. Be a part of a wide scope future-in the industries such as banking, telecommunications, and media. Twitter, BBC, Google analytics are top companies that use this statistical analysis through R on Data."
Codeigniter,codeigniter_tamil,Premium,999,5612,Tamil,"Our course will give access to career-building R statistical skills that manipulate the data. Become a confident data scientist with R skills. Explore how R is a versatile language that allows you to import, manipulate, clean, and visualize data. Be a part of a wide scope future-in the industries such as banking, telecommunications, and media. Twitter, BBC, Google analytics are top companies that use this statistical analysis through R on Data."
CompTIA A+ Certification ,CompTIAACertification,Free,0,2005,English,"Our course will give access to career-building R statistical skills that manipulate the data. Become a confident data scientist with R skills. Explore how R is a versatile language that allows you to import, manipulate, clean, and visualize data. Be a part of a wide scope future-in the industries such as banking, telecommunications, and media. Twitter, BBC, Google analytics are top companies that use this statistical analysis through R on Data."
Codeigniter,codeigniter_english,Premium,999,2602,English,"Our course will give access to career-building R statistical skills that manipulate the data. Become a confident data scientist with R skills. Explore how R is a versatile language that allows you to import, manipulate, clean, and visualize data. Be a part of a wide scope future-in the industries such as banking, telecommunications, and media. Twitter, BBC, Google analytics are top companies that use this statistical analysis through R on Data."
C++ Programming for Beginners,cprogrammingenglish7,Premium,1499,2014,English,"Our course will give access to career-building R statistical skills that manipulate the data. Become a confident data scientist with R skills. Explore how R is a versatile language that allows you to import, manipulate, clean, and visualize data. Be a part of a wide scope future-in the industries such as banking, telecommunications, and media. Twitter, BBC, Google analytics are top companies that use this statistical analysis through R on Data."
C titbits,ctitbits_tamil,Free,0,2007,Tamil,"Our course will give access to career-building R statistical skills that manipulate the data. Become a confident data scientist with R skills. Explore how R is a versatile language that allows you to import, manipulate, clean, and visualize data. Be a part of a wide scope future-in the industries such as banking, telecommunications, and media. Twitter, BBC, Google analytics are top companies that use this statistical analysis through R on Data."
Client side Programming ,clientside_tamil,Free,0,2008,Tamil,"Our course will give access to career-building R statistical skills that manipulate the data. Become a confident data scientist with R skills. Explore how R is a versatile language that allows you to import, manipulate, clean, and visualize data. Be a part of a wide scope future-in the industries such as banking, telecommunications, and media. Twitter, BBC, Google analytics are top companies that use this statistical analysis through R on Data."
Calculus,Calculus,Free,0,2004,English,"Our course will give access to career-building R statistical skills that manipulate the data. Become a confident data scientist with R skills. Explore how R is a versatile language that allows you to import, manipulate, clean, and visualize data. Be a part of a wide scope future-in the industries such as banking, telecommunications, and media. Twitter, BBC, Google analytics are top companies that use this statistical analysis through R on Data."
Blockchain,blockchainHi,Premium,999,3246,Hindi,"Our course will give access to career-building R statistical skills that manipulate the data. Become a confident data scientist with R skills. Explore how R is a versatile language that allows you to import, manipulate, clean, and visualize data. Be a part of a wide scope future-in the industries such as banking, telecommunications, and media. Twitter, BBC, Google analytics are top companies that use this statistical analysis through R on Data."
Blockchain,blockchainTe,Premium,999,2007,Telugu,"Our course will give access to career-building R statistical skills that manipulate the data. Become a confident data scientist with R skills. Explore how R is a versatile language that allows you to import, manipulate, clean, and visualize data. Be a part of a wide scope future-in the industries such as banking, telecommunications, and media. Twitter, BBC, Google analytics are top companies that use this statistical analysis through R on Data."
C puzzles,cpuzzles_tamil,Free,0,2009,Tamil,"Our course will give access to career-building R statistical skills that manipulate the data. Become a confident data scientist with R skills. Explore how R is a versatile language that allows you to import, manipulate, clean, and visualize data. Be a part of a wide scope future-in the industries such as banking, telecommunications, and media. Twitter, BBC, Google analytics are top companies that use this statistical analysis through R on Data."
Blockchain,blockchainEng,Premium,999,4499,English,"Our course will give access to career-building R statistical skills that manipulate the data. Become a confident data scientist with R skills. Explore how R is a versatile language that allows you to import, manipulate, clean, and visualize data. Be a part of a wide scope future-in the industries such as banking, telecommunications, and media. Twitter, BBC, Google analytics are top companies that use this statistical analysis through R on Data."
Blockchain,blockchainTam,Premium,999,9119,Tamil,"Our course will give access to career-building R statistical skills that manipulate the data. Become a confident data scientist with R skills. Explore how R is a versatile language that allows you to import, manipulate, clean, and visualize data. Be a part of a wide scope future-in the industries such as banking, telecommunications, and media. Twitter, BBC, Google analytics are top companies that use this statistical analysis through R on Data."
C Sharp with Dotnet,csharpprogrammingenglish,Premium,1500,2007,English,"Our course will give access to career-building R statistical skills that manipulate the data. Become a confident data scientist with R skills. Explore how R is a versatile language that allows you to import, manipulate, clean, and visualize data. Be a part of a wide scope future-in the industries such as banking, telecommunications, and media. Twitter, BBC, Google analytics are top companies that use this statistical analysis through R on Data."
AWS Lambda,learn_aws_lambda_by_doing_tamil,Premium,999,2644,Tamil,"Our course will give access to career-building R statistical skills that manipulate the data. Become a confident data scientist with R skills. Explore how R is a versatile language that allows you to import, manipulate, clean, and visualize data. Be a part of a wide scope future-in the industries such as banking, telecommunications, and media. Twitter, BBC, Google analytics are top companies that use this statistical analysis through R on Data."
Azure,azure_step_by_step_english,Premium,999,19829,English,"Our course will give access to career-building R statistical skills that manipulate the data. Become a confident data scientist with R skills. Explore how R is a versatile language that allows you to import, manipulate, clean, and visualize data. Be a part of a wide scope future-in the industries such as banking, telecommunications, and media. Twitter, BBC, Google analytics are top companies that use this statistical analysis through R on Data."
AWS CloudFormation,awsCloudFormationTa,Premium,999,2553,Tamil,"Our course will give access to career-building R statistical skills that manipulate the data. Become a confident data scientist with R skills. Explore how R is a versatile language that allows you to import, manipulate, clean, and visualize data. Be a part of a wide scope future-in the industries such as banking, telecommunications, and media. Twitter, BBC, Google analytics are top companies that use this statistical analysis through R on Data."
Binary Tree Traversal,BinaryTreeTraversal,Free,0,2001,English,"Our course will give access to career-building R statistical skills that manipulate the data. Become a confident data scientist with R skills. Explore how R is a versatile language that allows you to import, manipulate, clean, and visualize data. Be a part of a wide scope future-in the industries such as banking, telecommunications, and media. Twitter, BBC, Google analytics are top companies that use this statistical analysis through R on Data."
Binary Tree Traversal For Beginners,BinaryTreeTraversalBeginners,Free,0,2005,English,"Our course will give access to career-building R statistical skills that manipulate the data. Become a confident data scientist with R skills. Explore how R is a versatile language that allows you to import, manipulate, clean, and visualize data. Be a part of a wide scope future-in the industries such as banking, telecommunications, and media. Twitter, BBC, Google analytics are top companies that use this statistical analysis through R on Data."
AWS,aws_en,Premium,999,42026,English,"Our course will give access to career-building R statistical skills that manipulate the data. Become a confident data scientist with R skills. Explore how R is a versatile language that allows you to import, manipulate, clean, and visualize data. Be a part of a wide scope future-in the industries such as banking, telecommunications, and media. Twitter, BBC, Google analytics are top companies that use this statistical analysis through R on Data."
Aptitude,aptitudeTam,Premium,999,5857,Tamil,"Our course will give access to career-building R statistical skills that manipulate the data. Become a confident data scientist with R skills. Explore how R is a versatile language that allows you to import, manipulate, clean, and visualize data. Be a part of a wide scope future-in the industries such as banking, telecommunications, and media. Twitter, BBC, Google analytics are top companies that use this statistical analysis through R on Data."
AWS,aws,Premium,999,9308,Tamil,"Our course will give access to career-building R statistical skills that manipulate the data. Become a confident data scientist with R skills. Explore how R is a versatile language that allows you to import, manipulate, clean, and visualize data. Be a part of a wide scope future-in the industries such as banking, telecommunications, and media. Twitter, BBC, Google analytics are top companies that use this statistical analysis through R on Data."
AWS,aws_hindi,Premium,999,2483,Hindi,"Our course will give access to career-building R statistical skills that manipulate the data. Become a confident data scientist with R skills. Explore how R is a versatile language that allows you to import, manipulate, clean, and visualize data. Be a part of a wide scope future-in the industries such as banking, telecommunications, and media. Twitter, BBC, Google analytics are top companies that use this statistical analysis through R on Data."
Apache Cassandra With Python,cassandraEng,Premium,999,6340,English,"Our course will give access to career-building R statistical skills that manipulate the data. Become a confident data scientist with R skills. Explore how R is a versatile language that allows you to import, manipulate, clean, and visualize data. Be a part of a wide scope future-in the industries such as banking, telecommunications, and media. Twitter, BBC, Google analytics are top companies that use this statistical analysis through R on Data."
Angular Unit Testing,angularunittestingusingjasmineandkarmaenglish,Premium,1499,2014,English,"Our course will give access to career-building R statistical skills that manipulate the data. Become a confident data scientist with R skills. Explore how R is a versatile language that allows you to import, manipulate, clean, and visualize data. Be a part of a wide scope future-in the industries such as banking, telecommunications, and media. Twitter, BBC, Google analytics are top companies that use this statistical analysis through R on Data."
Angular For Beginners,angularenglish6,Premium,1499,2014,English,"Our course will give access to career-building R statistical skills that manipulate the data. Become a confident data scientist with R skills. Explore how R is a versatile language that allows you to import, manipulate, clean, and visualize data. Be a part of a wide scope future-in the industries such as banking, telecommunications, and media. Twitter, BBC, Google analytics are top companies that use this statistical analysis through R on Data."
Angular JS,angularjs_tamil,Free,0,2009,Tamil,"Our course will give access to career-building R statistical skills that manipulate the data. Become a confident data scientist with R skills. Explore how R is a versatile language that allows you to import, manipulate, clean, and visualize data. Be a part of a wide scope future-in the industries such as banking, telecommunications, and media. Twitter, BBC, Google analytics are top companies that use this statistical analysis through R on Data."
Angular,angular_step_by_step_english,Premium,999,36342,English,"Our course will give access to career-building R statistical skills that manipulate the data. Become a confident data scientist with R skills. Explore how R is a versatile language that allows you to import, manipulate, clean, and visualize data. Be a part of a wide scope future-in the industries such as banking, telecommunications, and media. Twitter, BBC, Google analytics are top companies that use this statistical analysis through R on Data."
Angular,angularTa,Premium,999,3204,Tamil,"Our course will give access to career-building R statistical skills that manipulate the data. Become a confident data scientist with R skills. Explore how R is a versatile language that allows you to import, manipulate, clean, and visualize data. Be a part of a wide scope future-in the industries such as banking, telecommunications, and media. Twitter, BBC, Google analytics are top companies that use this statistical analysis through R on Data."
Android App Development,AndroidAppDevelopment,Free,0,2001,Hindi,"Our course will give access to career-building R statistical skills that manipulate the data. Become a confident data scientist with R skills. Explore how R is a versatile language that allows you to import, manipulate, clean, and visualize data. Be a part of a wide scope future-in the industries such as banking, telecommunications, and media. Twitter, BBC, Google analytics are top companies that use this statistical analysis through R on Data."
Algebra,Algebra,Free,0,2007,English,"Our course will give access to career-building R statistical skills that manipulate the data. Become a confident data scientist with R skills. Explore how R is a versatile language that allows you to import, manipulate, clean, and visualize data. Be a part of a wide scope future-in the industries such as banking, telecommunications, and media. Twitter, BBC, Google analytics are top companies that use this statistical analysis through R on Data."
 Advanced Java,java_tamil,Free,0,2007,Tamil,"Our course will give access to career-building R statistical skills that manipulate the data. Become a confident data scientist with R skills. Explore how R is a versatile language that allows you to import, manipulate, clean, and visualize data. Be a part of a wide scope future-in the industries such as banking, telecommunications, and media. Twitter, BBC, Google analytics are top companies that use this statistical analysis through R on Data."
